,Unnamed: 0,ID,Code,Language Name,Alternate Names,Endangerment Status,Estimated Speakers,Language Family,Dialects/Variants,Additional Information,Notes,Geographical Regions,Region,Coordinates,Index,Country,Latitude,Longitude
827,1006,881,anv,Denya,Anyang; Agnang; Anyan; Anyah; Eyan; Takamanda; Obonya; Nyang;,Vulnerable,11200.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,Bitieku; Bajwo; Basho; Takamanda;,,,Cameroon;,Africa,,719,Cameroon,,
828,1007,4071,der,Deori,Chutia; Deuri; Chutiya; Dewri; Drori; Dari; Deori Chutiya,Threatened,28000.0,Sino-Tibetan; Brahmaputran,,,,India;,South Asia,"(26.0, 90.25)",720,India,26.0,90.25
829,1008,10674,kbv,Dera,Dla; Dra; Kamberataro; Kamberatoro; Mangguar; Menggwa Dla; Duka-Ekor,Threatened,1200.0,Senagi,Menggwa Dla (Duka-Ekor); Dera (Dla proper),,"Laycock (1973) lists two separate languages--Dera (Dra) and Duka-Ekor--although all data from the latter come from Voorhoeve (1971), citing Galis (1956).  These are, however, mutually intelligible dialects of the same language (de Sousa 2006).",Indonesia;Papua New Guinea;,Southeast Asia;Pacific,"(-3.6, 141.0)",721,Indonesia,-3.6,141.0
830,1009,10674,kbv,Dera,Dla; Dra; Kamberataro; Kamberatoro; Mangguar; Menggwa Dla; Duka-Ekor,Threatened,1200.0,Senagi,Menggwa Dla (Duka-Ekor); Dera (Dla proper),,"Laycock (1973) lists two separate languages--Dera (Dra) and Duka-Ekor--although all data from the latter come from Voorhoeve (1971), citing Galis (1956).  These are, however, mutually intelligible dialects of the same language (de Sousa 2006).",Indonesia;Papua New Guinea;,Southeast Asia;Pacific,"(-3.6, 141.0)",721,Papua New Guinea,-3.6,141.0
831,1010,1455,des,Desano,Desana; Desano; Desâna; Dessano; Wina; Uina; Wirã; Boleka; Oregu; Kusibi; Desána; Dessana; Desana-Siriana; Kotedia; Wira,Endangered,450.0,Tucanoan; Eastern Tucanoan,,,"Desano [des] and Siriano [sri] are not considered separate languages by several scholars. (Cf. Campbell 2012:107.)""Lexical similarity: 90% with Desano [des], but the 2 languages diverge in their use of grammatical suffixes (Crevels 2007)"" (Ethnologue 2013).",Brazil;Colombia;,South America,"(0.272789, -69.761979)",722,Brazil,0.272789,-69.761979
832,1011,1455,des,Desano,Desana; Desano; Desâna; Dessano; Wina; Uina; Wirã; Boleka; Oregu; Kusibi; Desána; Dessana; Desana-Siriana; Kotedia; Wira,Endangered,450.0,Tucanoan; Eastern Tucanoan,,,"Desano [des] and Siriano [sri] are not considered separate languages by several scholars. (Cf. Campbell 2012:107.)""Lexical similarity: 90% with Desano [des], but the 2 languages diverge in their use of grammatical suffixes (Crevels 2007)"" (Ethnologue 2013).",Brazil;Colombia;,South America,"(0.272789, -69.761979)",722,Colombia,0.272789,-69.761979
833,1012,1455,des,Desano,Desana; Desano; Desâna; Dessano; Wina; Uina; Wirã; Boleka; Oregu; Kusibi; Desána; Dessana; Desana-Siriana; Kotedia; Wira,Endangered,450.0,Tucanoan; Eastern Tucanoan,,,"Desano [des] and Siriano [sri] are not considered separate languages by several scholars. (Cf. Campbell 2012:107.)""Lexical similarity: 90% with Desano [des], but the 2 languages diverge in their use of grammatical suffixes (Crevels 2007)"" (Ethnologue 2013).",Brazil;Colombia;,South America,"(0.620173, -69.749138)",722,Brazil,0.620173,-69.749138
834,1013,1455,des,Desano,Desana; Desano; Desâna; Dessano; Wina; Uina; Wirã; Boleka; Oregu; Kusibi; Desána; Dessana; Desana-Siriana; Kotedia; Wira,Endangered,450.0,Tucanoan; Eastern Tucanoan,,,"Desano [des] and Siriano [sri] are not considered separate languages by several scholars. (Cf. Campbell 2012:107.)""Lexical similarity: 90% with Desano [des], but the 2 languages diverge in their use of grammatical suffixes (Crevels 2007)"" (Ethnologue 2013).",Brazil;Colombia;,South America,"(0.620173, -69.749138)",722,Colombia,0.620173,-69.749138
835,1014,1455,des,Desano,Desana; Desano; Desâna; Dessano; Wina; Uina; Wirã; Boleka; Oregu; Kusibi; Desána; Dessana; Desana-Siriana; Kotedia; Wira,Endangered,450.0,Tucanoan; Eastern Tucanoan,,,"Desano [des] and Siriano [sri] are not considered separate languages by several scholars. (Cf. Campbell 2012:107.)""Lexical similarity: 90% with Desano [des], but the 2 languages diverge in their use of grammatical suffixes (Crevels 2007)"" (Ethnologue 2013).",Brazil;Colombia;,South America,"(0.71964, -70.181896)",722,Brazil,0.71964,-70.181896
836,1015,1455,des,Desano,Desana; Desano; Desâna; Dessano; Wina; Uina; Wirã; Boleka; Oregu; Kusibi; Desána; Dessana; Desana-Siriana; Kotedia; Wira,Endangered,450.0,Tucanoan; Eastern Tucanoan,,,"Desano [des] and Siriano [sri] are not considered separate languages by several scholars. (Cf. Campbell 2012:107.)""Lexical similarity: 90% with Desano [des], but the 2 languages diverge in their use of grammatical suffixes (Crevels 2007)"" (Ethnologue 2013).",Brazil;Colombia;,South America,"(0.71964, -70.181896)",722,Colombia,0.71964,-70.181896
837,1016,4805,dee,Dewoin,De; Dey; Dei; Dewoi;,Threatened,8100.0,Niger-Congo; Atlantic-Congo; Kru,,,,Liberia;,Africa,,723,Liberia,,
838,1017,4079,dhs,Dhaiso,Kidhaiso; Daiso; Daisu; Kiseguju;,Threatened,5000.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,,,,Tanzania;,Africa,"(-5.0745, 38.4741)",724,Tanzania,-5.0745,38.4741
839,1019,5725,dhg,Dhangu-Djangu,Dhangu; Dhaŋu; Djangu; Warameri; Waramiri; Dangu; Dhangu'mi; Yirgala;,Endangered,350.0,Pama-Nyungan; Yolngu,Golumala; Wangurri; Ngaymil; Dhangu-Djangu; Gaalpu; Rirratjingu;,,,Australia;,Australia,"(-12.38347818, 136.7522892)",726,Australia,-12.38347818,136.7522892
840,1020,4080,dhw,Dhanwar,Dhanvar; Danuwar Rai; Danuwar; Denwar; Danuvār,Threatened,23721.0,Indo-European; Indo-Iranian; Indo-Aryan,Done Danuwar; Kachāḍiyā Danuwar; Danuvār Rāī,,,Nepal;,South Asia,"(26.9661, 86.3223)",727,Nepal,26.9661,86.3223
841,1021,8329,nfa,Dhao,Ndao; Dao; Ndaonese; Ndaundau; Kahore,Threatened,3000.0,Austronesian; Malayo-Polynesian; Sumba-Hawu,,,,Indonesia;,Southeast Asia,"(-10.82, 122.67)",728,Indonesia,-10.82,122.67
842,1022,5114,tbh,Dharawal,Tharawal; Darawal; Carawal; Turawal; Thurrawal; Thurrawall; Turuwal; Turuwul; Turrubul; Tutuwull; Ta-ga-ry; Five Islands tribe;  Dharawaal; Dharawa; Turuwull;Thurawal;,Critically Endangered,4.0,Pama-Nyungan; Yuin-Kuric,Wadiwadi;,,,Australia;,Australia,"(-25.68629188, 145.6371438)",729,Australia,-25.68629188,145.6371438
843,1025,4065,dax,Dhay'yi,Dayi; Dha'i; Daii; Dalwango; Dalwongu; Darlwongo; Dha?i; Dhalwangu; Dha'yi; Dhayyi; Djarlwa:g; Djawark; Taii Tai;,Critically Endangered,3.0,Pama-Nyungan; Yolngu,Djarrwark; Dhalwangu;,,,Australia;,Australia,"(-13.0255, 136.213856)",732,Australia,-13.0255,136.213856
844,1028,6777,dhx,Dhungaloo,,Dormant,0.0,Pama-Nyungan; Maric,,,,Australia;,Australia,,734,Australia,,
845,1030,6029,"duj, djr",Dhuwal,Duala; Dual; Wulamba; Duwal; Murngin; Balamumu; Barlamomo; Barlamumu; Malag; Marlark; Arrawiya; Banjarrpuma; Bilamandji Dhurili; Durilji; Djambarrpuyngu; Jambapuing; Jambapuingo,Threatened,3044.0,Pama-Nyungan; Yolngu,Djambarrpuyngu; Dhuwaya; Djapu; Liyagalawumirr; Marrakulu; Marrangu; Dhuwal; Liyagawumirr; Datiwuy;,Dhuwal (ISO 639-3: duj) belongs to the Yolngu group and is spoken by several clans. Djambarrpuyngu (ISO 639-3: djr) is a representative dialect. (AIATSIS),,Australia;,Australia,"(-12.61979016, 135.5309461)",736,Australia,-12.61979016,135.5309461
846,1031,6663,"guf, gnn",Dhuwala,Gupapuyngu; Gobabingo; Kupapuyngu; Gubabuyngu; Gubabwingu; Gobabwingu; Gababoinu; Kopapingo; Kopapoingo; Koparpingu; Gupapuyŋu; Kopapingu; gupapuyngu; Kopapaingo; Gupapuynu; Gupapuyna; Kuppapoingo; Gobabwingo; Goba-buinggu; Gubabuingu; Gababingo; Gububuinung; Ba-babingo; Guba; Gobagwingo; Dajoror; Gumatj,Endangered,321.0,Pama-Nyungan; Yolngu,Munyuku; Gupapuyngu; Walangu; Manggalili; Madarrpa; Wubulkarra;,The Gumatj (ISO 639-3: gnn) are a Dhuwala-speaking (ISO 639-3: guf) clan. ,,Australia;,Australia,"(-12.19248937, 135.4089344)",737,Australia,-12.19248937,135.4089344
847,1032,5134,pah-dia,Diahói,"Diahui, Jahoi, Jahui, Diarrui, Djiahúi",Critically Endangered,4.0,Tupian; Tupi-Guaranian,,,"Ethnologue considers Diahói (Jahui, Giahoi) a dialect of Tenharim [pah]. Others consider it a distinct language.The Kawahíwa people started moving to Rondônia from Mato-Grosso, by the second half of the 18th century, and they definitively started separating from each other. The Parintintín, Tenharin and Djiahúj (Diahói) were one group at that time, and then they split in three different groups. Their languages are still very close, but their own feeling is that they speak different languages although they are intelligible. There are also lexical differences, different idioms, and morphosyntactic differences as well. And they are also differentiated culturally from each other in some aspects. Tenharin is the only language that is still spoken as the main language of communication by old people, and by some young people as well. (Personal communication, Ana Suelly Arruda Câmara Cabral, 2016.)",Brazil;,South America,"(-7.9939, -62.1936)",738,Brazil,-7.9939,-62.1936
848,1033,10735,dby,Dibiyaso,Bainapi; Dibiasu; Pikiwa,Threatened,1950.0,Isolate; Pacific,,,,Papua New Guinea;,Pacific,"(-7.82, 142.78)",739,Papua New Guinea,-7.82,142.78
849,1034,525,bvx,Dibole,Babole; Southern Bomitaba;,Threatened,3500.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,Northern Dibole; Central Dibole; Southern Dibole;,,,Congo;,Africa,"(1.08333333333, 17.25)",740,Congo,1.08333333333,17.25
850,1035,5700,mhu,Digaro-Mishmi,Digaro; Digaru; Taaon; Taraon; Taying; Mishmi; Darang Deng; Darang; Darang Dengyu; Digaro Mishmi; Digāru Mishmi; 達讓語,Threatened,6000.0,Sino-Tibetan; Digarish,,,,India;China;,South Asia;East Asia,"(28.4166666667, 96.0)",741,India,28.4166666667,96.0
851,1036,5700,mhu,Digaro-Mishmi,Digaro; Digaru; Taaon; Taraon; Taying; Mishmi; Darang Deng; Darang; Darang Dengyu; Digaro Mishmi; Digāru Mishmi; 達讓語,Threatened,6000.0,Sino-Tibetan; Digarish,,,,India;China;,South Asia;East Asia,"(28.4166666667, 96.0)",741,China,28.4166666667,96.0
852,1038,4082,dil,Dilling,Delen; Warki; Warkimbe; Debri; Nubian (Hill);,Threatened,5300.0,Nubian,Debri; Dilling;,,,Sudan;,Africa,"(12.0178, 29.663)",743,Sudan,12.0178,29.663
853,1039,5627,dis,Dimasa,Hill Kachari; Dimasa Kachari,At risk,112000.0,Sino-Tibetan; Brahmaputran,Dimasa; Hariamba,,,India;,South Asia,"(24.7368, 92.9003)",744,India,24.7368,92.9003
854,1040,2207,dii,Dimbong,Bumbong; Kalong; Kaalong; Lakaalong; Mbong; Lambong; Bape; Palong;,Threatened,150.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,,,,Cameroon;,Africa,"(4.7078, 10.6567)",745,Cameroon,4.7078,10.6567
855,1041,5247,dim,Dimé,Dime; Dima; Dimme;,Threatened,5000.0,Afro-Asiatic; Omotic; South Omotic,,,,Ethiopia;,Africa,"(6.16666666667, 36.25)",746,Ethiopia,6.16666666667,36.25
856,1042,5628,diq,Dimli,Dimili; Dimlī; Zazaki; Southern Zaza; Zaza;,Vulnerable,1000000.0,Indo-European; Indo-Iranian; Iranian; Western Iranian,Northern Zazaki; Dersim; Varto; Central Zazaki; Bingol; Palu; Southern Zazaki; Siverek; Cermik;,,,Turkey;,Europe,,747,Turkey,,
857,1043,6085,nav,Diné Bizaad (Navajo),Diné Bizaad; Navajo; Navaho; Diné;,At risk,120000.0,Athabaskan-Eyak-Tlingit; Athabaskan; Apachean,,,,USA;,North America,"(35.8044, -108.475)",748,United States of America,35.8044,-108.475
858,1044,10465,,Dir,"Diir, Dììr, Diri, Dra, Baram Dutse",Endangered,500.0,Afro-Asiatic; Chadic; West Chadic,,,,Nigeria;,Africa,"(10.208333, 9.708333)",749,Nigeria,10.208333,9.708333
859,1045,4085,diy,Diuwe,,Endangered,100.0,Trans-New Guinea; Asmat,,,,Indonesia;,Southeast Asia,"(-5.13, 139.46)",750,Indonesia,-5.13,139.46
860,1046,5726,"dif, dit",Diyari,Dieri; Dayerrie; Deerie; Diari; Dickeri; Dieyerie; Dieyrie; Dijari; Diyeri; Dthee-eri; Koonarie; Kunari; Ti:ari; Tirari; Urronminna; Wongkadieri; Wonkadieri; Dirari; Dhirari,Severely Endangered,12.0,Pama-Nyungan; Karnic,,Some researchers treat Diyari (ISO 939-3: dif) and Dirari (ISO 939-3: dit) as a single language.,,Australia;,Australia,"(-28.58486621, 139.0862193)",751,Australia,-28.58486621,139.0862193
861,1047,4118,dyy,Djabugay,Dyabugay; Tjapukai; Bulum-Bulum; Check-Cull; Chewlie; Djabugai; Hileman; Kodgotto; Kikonjunkulu; Kokonyungalo; Koko-Tjumbundji; Ngarlkajie; Orlow; Tjabakai-Thandji; Tjabogaijanji; Tjankir; Tjankun; Tjapunkandji; Tjunbundji; Barron River dialect; Binggu; Dyabugai; Dyabugandyi; Koko-tjumbun;  Tjapukandji; Tjapukanja; Tjabogaitjandji; Tajbogaijanji; Kokonjunkulu; Kokoyungalo; Njakali; Nyakali;Dyaabugay;,Critically Endangered,3.0,Pama-Nyungan; Yidinic,Dyaabugay; Gulay; Njakali;,,,Australia;,Australia,"(-16.82350711, 145.5840818)",752,Australia,-16.82350711,145.5840818
862,1048,5556,tjw,Djabwurrung,Tjapwurong; Tyapwurru; Chaapwurru; Pirtkopannoot; Purteetchally; Punoinjon; Kolor; Dja Dja Wurrung; Dja Dja Wrung; Le Wurrung; Dyadyawurung; Boolucburer; Brapkut; Bulukwuro; Dallundeer; Djappuminyon; Djappuminyou; Djappuninyou; Ja:rewe; Jaadwa; Jaara; Jajaurung; Jajowerong; Jajowerrong; Jajowrung; Jajowurrong; Jardwa; Jurobaluk; Knen-knen-wurr; Tyapwuru; Tyapuwurru; Chaap Wuurong; Djabwuru; Kolor Kuurndit; Kooloor; Hopkins River tribe; Bolakngat; Knindowurong;,Critically Endangered,7.0,Pama-Nyungan; Kulinic,Djabwurrung; Knenknenwurrung; Pirtpirtwurrung;,,,Australia;,Australia,,753,Australia,,
863,1049,4087,djf,Djangun,Adho-Adhom; Butju; Changunberries; Chungki; Chunkumberries; Chunkunberry; Chunkunburra; Djandnandi; Djankun; Djungan; Dyangun; Dyangunbari; Gugu Djangun; Gugu Dyangun; Jangun Djanggun; Koko-Mudju; Kokomutju; Kokotjangun; Koko-Tyankun; Kuu Jangkun; Mutju; Mutyu; Ngaigungo; Ngaikungo; Ngaikungo-I; Ngaikungu; Shanganburra;,Dormant,0.0,Pama-Nyungan; Yalandyic,,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",,Australia;,Australia,,754,Australia,,
864,1050,5548,dji,Djinang,Jandjinung; Yandijinang; Yandjinung; Jandijinung; Balmawi; Balmbi; Barlmawi; Djinaŋ; Djinhang; Djinnang; Dyinang; Jandji:nangc; Jandjinang; Jand-jinung; Jinang; Manarrngu; Manjarngi; Manyarrngi; Milingimbi; Millingimbi; Mun-narngo; Ullaki; Wulagi; Wulaki; Wullakki; Yandjinang; Yändjinaŋ; Yandjinning;,Endangered,200.0,Pama-Nyungan; Yolngu,Wulaki; Murrungun; Manyarring; Mildjingi; Djadiwitjibi; Balurbi;,,,Australia;,Australia,"(-12.47559654, 135.0142775)",755,Australia,-12.47559654,135.0142775
865,1051,4086,djb,Djinba,Jinba; Djimba; Outjanbah; Dyinba; Ganalbwingu; Kurkamarnapia;,Severely Endangered,75.0,Pama-Nyungan; Yolngu,Mandjalpingu; Walmapuy; Djinba; Dabi; Ganalbingu;,,,Australia;,Australia,"(-12.368173, 135.080223)",756,Australia,-12.368173,135.080223
866,1053,5063,doe,Doe,Dohe; Kidoe;,Vulnerable,24000.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,,,,Tanzania;,Africa,,758,Tanzania,,
867,1054,2147,dgg; doga1238,Doga,Magabara,Endangered,120.0,Austronesian; Malayo-Polynesian; Central-Eastern Malayo-Polynesian; Western Oceanic; Papuan Tip; Are-Taupota,,,,Papua New Guinea;,Pacific,"(-9.64, 149.84)",759,Papua New Guinea,-9.64,149.84
868,1055,2159,dgr,Dogrib,Thlingchadine; Tłı̨chǫ,Endangered,2470.0,Athabaskan-Eyak-Tlingit; Athabaskan; ,,,The Detah-Ndilo dialect developed from intermarriage between the Yellowknife subdivision of the Chipewyan and the Dogrib. Lexical similarity 84%% with Southern Slavey; 82%% with Northern Slavey.,Canada;,North America,"(62.8292, -115.9904)",760,Canada,62.8292,-115.9904
869,1056,8737,dbg,Dogul Dom,Dogon; Dogul-Dom; Dogulu; Dogul Dom Dogon; North Plateau Dogon; Dogul dom; Dogul-Dom Dogon,Vulnerable,15700.0,Niger-Congo; Dogon; North Plateau,,,,Mali;,Africa,"(14.59, -3.57)",761,Mali,14.59,-3.57
870,1057,5011,dbi,Doka,,Vulnerable,11400.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Plateau,,,,Nigeria;,Africa,,762,Nigeria,,
871,1058,3403,uya,Doko-Uyanga,Uyanga; Dosanga; Basanga; Iko;,Endangered,200.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Delta Cross,,,,Nigeria;,Africa,"(5.550381, 8.172249)",763,Nigeria,5.550381,8.172249
872,1059,2213,dlg,Dolgan,Dulğan; Haka; долганский язык; дулҕан; Һака; долган тыла; һака тыла; Dolganca; Dolgane; Dolganische Sprache; 돌간어,Threatened,5500.0,Turkic; Siberian Turkic; Lena Turkic,,"The Dolgans speak a dialect of the Yakut language. This dialect has also at times been considered as a separate language, due to the strong Evenk influence which causes it to differ considerably from the Yakut language spoken in the northwestern and middle parts of Yakutia.In certain western groups of Dolgans, a strong Nenets influence has been noted (for example in Sopochnaya Karga at the Yenisey Bay). (The Red Book of the Peoples of the Russian Empire, 2001)",,Russia;,Caucasus;Europe;East Asia,"(71.25, 98.0)",764,Russia,71.25,98.0
873,1060,4105,dre,Dolpo,Phoke Dolpa; Dolpa Tibetan; Dolpike; D'ölpo,Threatened,5000.0,Sino-Tibetan; Bodish,,,,Nepal;,South Asia,"(29.2193, 83.0676)",765,Nepal,29.2193,83.0676
874,1061,4092,dmk,Domaaki,"Dawudi; Dumaki; Dumākī; ""Doma""; Dardu",Severely Endangered,350.0,Indo-European; Indo-Iranian; Indo-Aryan; Northwestern Zone,Nager; Hunza,,"Dawudi is the preferred name within the community. ""Doma"" and related terms are pejorative and should be avoided. ",Pakistan;,South Asia,"(36.216, 74.651)",766,Pakistan,36.216,74.651
875,1062,5083,dov,Dombe,,Threatened,5430.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,,,,Zimbabwe;,Africa,,767,Zimbabwe,,
876,1063,3745,doy,Dompo,Guang; Dumpo; Ndmpo;,Severely Endangered,65.0,Niger-Congo; Atlantic-Congo; Kwa,,,,Ghana;,Africa,"(8.150236, -2.363097)",768,Ghana,8.150236,-2.363097
877,1064,1485,dok,Dondo,,Threatened,13000.0,Austronesian; Malayo-Polynesian; Celebic; Tomini-Tolitoli,,,,Indonesia;,Southeast Asia,,769,Indonesia,,
878,1065,461,doh,Dong,Donga; Dɔ;,Threatened,5000.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Northern Bantoid,,,,Nigeria;,Africa,"(8.739864, 11.845802)",770,Nigeria,8.739864,11.845802
879,1066,1209,sce,Dongxiang,Santa; Tunghsiang; Tung; Dunshan; Tsung-hsiang; 東鄉語,Vulnerable,200000.0,Mongolic; Shirongolic; Southern Shirongolic,Suonanba; Sijiaji; Wangjiaji,,,China;,East Asia,"(31.5, 107.5)",771,China,31.5,107.5
880,1067,2427,wwo,Dorig,Wetamut; Banks-Inseln;,Endangered,300.0,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,,,,Vanuatu;,Pacific,"(-14.28, 167.516)",772,Vanuatu,-14.28,167.516
881,1068,1486,tds; dout1240,Doutai,Taori-So; Taori; Tolitai;,Severely Endangered,70.0,Lakes Plain; Tariku; Doutai-Kai-Waritai,,,,Indonesia;,Southeast Asia,"(-3.2282, 138.2189)",773,Indonesia,-3.2282,138.2189
882,1069,1359,duu,Drung,Dulong; Taron; T'rung; Kiu; Qui; Kiutze; Qiuzi; Kiupa; Kiao; Rawang; Trung; Metu; Melam; Tamalu; Tukiumu; Tulung; Qiu; Nung; Nu-tzŭ; 獨龍語,Vulnerable,7000.0,Sino-Tibetan; Nungish,Dulong River; Nu River,,,China;,East Asia,"(28.0, 98.3333333333)",774,China,28.0,98.3333333333
883,1071,1487,dmu,Dubu,Tebi,Endangered,130.0,Pauwasi,,,,Indonesia;,Southeast Asia,"(-3.5134, 140.8612)",776,Indonesia,-3.5134,140.8612
884,1072,3196,1hv,Dukha,Tuha; Tsaatan,Endangered,150.0,Turkic; Siberian Turkic; Sayan Turkic,,,Dukha is closely related to but clearly distinct from Tuvan.,Mongolia;,East Asia,"(51.9307, 98.9318)",777,Mongolia,51.9307,98.9318
885,1073,308,dbo,Dulbu,,Severely Endangered,80.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,,,,Nigeria;,Africa,"(9.985, 10.0579)",778,Nigeria,9.985,10.0579
886,1074,4113,dus,Dumi,Rai; Dumi Bo'o; Dumi Bro; Ro'do Bo'; Lsi Rai; Sotmali,Critically Endangered,8.0,Sino-Tibetan; Kiranti,Brasmi; Makpa; Lamdija; Kharbari,,,Nepal;,South Asia,"(27.3095, 86.7521)",779,Nepal,27.3095,86.7521
887,1076,2157,dui,Dumun,Bai,Severely Endangered,40.0,Trans-New Guinea; Madang,,,,Papua New Guinea;,Pacific,"(-5.5421, 146.0906)",781,Papua New Guinea,-5.5421,146.0906
888,1077,3170,yoi,Dunan (Yonaguni Ryukyuan),どぅなんむぬい; Dunan-Munui; Ryukyuan; Southern Ryukyuan; Saskisima; Saskishima; 与那国語; 与那国方言;,Severely Endangered,400.0,Japonic; Ryukyuan; Southern Ryukyuan; Macro-Yaeyama,,,The classification of Dunan (Yonaguni) as a member of the Macro-Yaeyama subgroup of Southern Ryukyuan is based on Pellard (2015). The macro-Yaeyama subgrouping is not included in classfiications such as Miyara (2015).,Japan;,East Asia,"(24.45, 123.0)",782,Japan,24.45,123.0
889,1078,4096,dng,Dungan,Dzhunyan; Tungan; Huizu; Zwn'jan; Kwuizwu; 東干語,Vulnerable,100000.0,Sino-Tibetan; Sinitic,Yage; Gansu; Shaanxi,,,Uzbekistan;Kyrgyzstan;Tajikistan;Turkmenistan;Kazakhstan;,Near East,"(42.4518, 78.4643)",783,Uzbekistan,42.4518,78.4643
890,1079,4096,dng,Dungan,Dzhunyan; Tungan; Huizu; Zwn'jan; Kwuizwu; 東干語,Vulnerable,100000.0,Sino-Tibetan; Sinitic,Yage; Gansu; Shaanxi,,,Uzbekistan;Kyrgyzstan;Tajikistan;Turkmenistan;Kazakhstan;,Near East,"(42.4518, 78.4643)",783,Kyrgyzstan,42.4518,78.4643
891,1080,4096,dng,Dungan,Dzhunyan; Tungan; Huizu; Zwn'jan; Kwuizwu; 東干語,Vulnerable,100000.0,Sino-Tibetan; Sinitic,Yage; Gansu; Shaanxi,,,Uzbekistan;Kyrgyzstan;Tajikistan;Turkmenistan;Kazakhstan;,Near East,"(42.4518, 78.4643)",783,Tajikistan,42.4518,78.4643
892,1081,4096,dng,Dungan,Dzhunyan; Tungan; Huizu; Zwn'jan; Kwuizwu; 東干語,Vulnerable,100000.0,Sino-Tibetan; Sinitic,Yage; Gansu; Shaanxi,,,Uzbekistan;Kyrgyzstan;Tajikistan;Turkmenistan;Kazakhstan;,Near East,"(42.4518, 78.4643)",783,Turkmenistan,42.4518,78.4643
893,1082,4096,dng,Dungan,Dzhunyan; Tungan; Huizu; Zwn'jan; Kwuizwu; 東干語,Vulnerable,100000.0,Sino-Tibetan; Sinitic,Yage; Gansu; Shaanxi,,,Uzbekistan;Kyrgyzstan;Tajikistan;Turkmenistan;Kazakhstan;,Near East,"(42.4518, 78.4643)",783,Kazakhstan,42.4518,78.4643
894,1083,5323,raa,Dungmali,Dungmali Pûk; Dungmali-Bantawa; Arthare; Arthare-Khesang; Dūngmālī,Threatened,4609.0,Sino-Tibetan; Kiranti,Khesang,,,Nepal;,South Asia,"(27.1874, 87.1902)",784,Nepal,27.1874,87.1902
895,1084,5012,dbv,Dungu,Dungi; Dingi; Dwingi; Dunjawa;,Threatened,1100.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Kainji,,,,Nigeria;,Africa,,785,Nigeria,,
896,1085,10625,,Duoxu,多緒; 多須,Critically Endangered,9.0,Sino-Tibetan; Tibeto-Burman; Qiangic,,"The Ethnologue Ersu [ers] contains three mutually unintelligible languages, i.e. Duoxu /do³³-ɕu³³-na³¹/ (central Ersu), Ersu /ə́˞súxò/ (eastern Ersu), and Lisu /lîzûhû/ or /lŷzûhû/ (western Ersu).","Documentation project “Ersu and Xumi: Comparative and Cross-Varietal Documentation of Highly Endangered Languages of South-West China” by CNRS-CRLAO (France), Sichuan Minorities Institute, and Xichang College, supported by  the Endangered Languages Documentation Programme (grant number MPD0257), 2013-2016.",China;,East Asia,"(28.549809, 102.177082)",786,China,28.549809,102.177082
897,1086,961,duo,Dupaninan Agta,"Eastern Cagayan Agta; Dupaningan Agta; Agta, Dupaninan",Threatened,1400.0,Austronesian; Malayo-Polynesian; Northern Luzon; Northeastern Luzon,Peñablanca; Roso; Bolos Point; Valley Cove; Yaga; Santa Margarita; Camonayan; Tanglagan; Palaui Island; Santa Ana-Gonzaga; Barongagunay;,,,Philippines;,Southeast Asia,"(18.114937, 122.178526)",787,Philippines,18.114937,122.178526
898,1087,1488,dbn; duri1243,Duriankere,Esaro; Sailen; Duriankari;,Severely Endangered,30.0,Trans-New Guinea; South Bird's Head; Inawatan,,,,Indonesia;,Southeast Asia,"(-1.3896, 130.9247)",788,Indonesia,-1.3896,130.9247
899,1088,4952,pci,Duruwa,Parji; Parji (Dravidian); Dhurwa; Dhruva; Durva; Parjhi; Paraja; Parajhi; Thakara; Tagara; Tugara,Vulnerable,51200.0,Dravidian; Central Dravidian,Dharba; Kukanar; Tiriya; Nethanar,,,India;,South Asia,"(19.5, 82.5)",789,India,19.5,82.5
900,1089,1513,dsn,Dusner,Dusnir;,Critically Endangered,6.0,Austronesian; Malayo-Polynesian; South Halmahera-West New Guinea,,,,Indonesia;,Southeast Asia,"(-2.7139, 134.3888)",790,Indonesia,-2.7139,134.3888
901,1090,7354,dse,Dutch Sign Language,Sign Language of the Netherlands; SLN; Nederlandse Gebarentaal; NGT,Vulnerable,20000.0,Sign Language; European,,,,Netherlands;,Europe,"(52.13, 4.91)",791,Netherlands,52.13,4.91
